numero;intervenant;nature_chantier;nature_travaux;etat;date_debut;date_fin;mesures_police;last_update;adresse;commune;code_insee;contact_tel;contact_mail;contact_url;gid
202512092;ENEDIS;Branchements réseau électrique < 25 ml;Construction de branchement électrique < 25 ml;Ouvert;2025-11-24;2025-12-19;Circulation alternée, Circulation réduite, Restriction de jour, Stationnement interdit, Trottoir interdit;2025-12-16 15:02:03.540828+01:00;40 avenue du progrès;Chassieu;69271;;;www.enedis.fr/aide_contact;199640
202512366;ENEDIS;Branchements réseau électrique < 25 ml;Renforcement de branchement électrique < 25 ml;Ouvert;2025-11-27;2025-12-21;;2025-12-16 15:02:03.946090+01:00;1 Impasse Bizet (Jonage);Jonage;69279;;;www.enedis.fr/aide_contact;199641
202301028;AOMTL (SYTRAL Mobilités);Aménagement pour les transports en commun;Création / aménagement de voie Bus / Tram;Ouvert;2023-02-07;2026-08-31;;2025-12-16 15:02:03.902441+01:00;- Ensemble de Avenue Général Leclerc (Villeurbanne) - Du 25 Rue Poizat au carrefour avec Avenue Général Leclerc (Villeurbanne) - Du 10 Avenue Paul Krüger au carrefour avec Avenue Général Leclerc (Villeurbanne)  ;Villeurbanne;69266;;;;135904
202507817;ORANGE SA;Branchements réseau < 25 ml TELECOM, RMT ET VIDEO;Intervention sur des chambres, boites, armoires impactant le domaine public (télécom ou video);Ouvert;2025-09-04;2025-12-31;;2025-12-16 15:02:03.850567+01:00;"3 endroits ; 1 ère endroit : Angle Rue de Bourgogne (Lyon 9ème Arrondissement) et Rue de la Gare (Lyon 9ème Arrondissement), 2 ème endroit : Face au 49 Rue de Bourgogne (Lyon 9ème Arrondissement), 3 ème endroit : Face au 60 Rue de Bourgogne (Lyon 9ème Arrondissement)";Lyon 9ème;69389;;;;197810
202512279;ENEDIS;Branchements réseau électrique < 25 ml;Construction de branchement électrique < 25 ml;Validé;2025-12-29;2026-01-19;;2025-11-28 12:02:28.399381+01:00;586 Avenue Jean Colomb (Marcy-l'Étoile);Marcy l'Etoile;69127;;;www.enedis.fr/aide_contact;199722
202512357;ORANGE SA;Branchements réseau < 25 ml TELECOM, RMT ET VIDEO;Construction de branchement < 25 ml (télécom ou video);Validé;2025-12-29;2026-02-06;;2025-11-28 12:02:28.963600+01:00; au 10 Rue des Albatros (Mions);Mions;69283;;;;199723
202512740;ORANGE SA;Lignes aériennes TELECOM, RMT ET VIDEO;Pose et entretien de supports de ligne aérienne (télécom ou video);Validé;2025-12-15;2026-01-23;;2025-11-28 12:02:28.834925+01:00;à côté  2 Rue du Putet (Fleurieu-sur-Saône);Fleurieu Sur Saone;69085;;;;199727
202411625;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Construction, renouvellement et réparation réseau eau potable;Construction de canalisation eau potable et branchement;Ouvert;2025-10-29;2026-02-27;;2025-12-16 15:02:04.022043+01:00;Impasse de Belle Etoile, Rue du Sauzai, Chemin de la Belle Etoile (Feyzin) et Chemin Fauré (Saint-Fons)   ;Saint Fons;69199;09 69 39 69 99;;;195596
202500123;TSU / TNO / VTPN-N2;Caniveau et fossé;Entretien de fossé;Validé;2026-01-05;2026-01-31;;2025-12-16 15:02:03.807238+01:00;Route des Echets et Route de Sainte Trivier (Cailloux-sur-Fontaines);Cailloux sur Fontaines;69033;04 28 67 52 00;;;199598
202509579;ENEDIS;Construction, renouvellement et réparation réseau électrique;Construction de réseau et branchement électrique;Validé;2025-12-22;2026-01-16;;2025-12-16 15:02:04.005593+01:00;Rue Michel Servet (VILLEURBANNE);Villeurbanne;69266;;;www.enedis.fr/aide_contact;196813
202508454;ORANGE SA;Construction, renouvellement et réparation réseau TELECOM, RMT ET VIDEO;Déplacement ou dévoiement de réseau (télécom ou video);Validé;2025-12-10;2026-02-27;;2025-12-16 15:02:03.320268+01:00;Croisement Rue Rey Loras, et Chemin Bressan (Neuville-sur-Saône);Neuville sur Saone;69143;;;;199601
202509116;DTEE ... RT Galeries;Construction, renouvellement et réparation réseau d'assainissement;Travaux en galerie (puits d'attaque et sous oeuvre) avec impact sur le DP;Ouvert;2025-11-25;2025-12-31;;2025-12-16 15:02:03.380966+01:00;Rue Magneval (Lyon 1er Arrondissement);Lyon 1er;69381;;;https://www.grandlyon.com/pratique/nous-contacter;193635
202511511;GrDF - Branchements;Branchements gaz < 25 ml;Renforcement branchement gaz  < 25 ml;Ouvert;2025-12-08;2025-12-22;;2025-12-16 15:02:03.540166+01:00;19 Rue des Granges (Lyon 5ème Arrondissement);Lyon 5ème;69385;09 69 36 35 34;;;198975
202510701;DTEE ... DECI-Hydrants;Émergences et autres équipements eau potable;Entretien d'appareils hydraulique (Hydrant bouches à clef);Ouvert;2025-12-10;2025-12-24;;2025-12-16 15:02:03.465642+01:00;Rue de la Madeleine/Rue Domer (Lyon 7e Arrondissement) PI 1787;Lyon 7ème;69387;04 28 67 55 20;;;196889
202511651;DCE / RT / Rive Gauche;Branchements d'assainissement < à 25 ml;Réparation branchement d'assainissement  < 25 ml;Validé;2025-11-24;2025-12-24;;2025-12-16 15:02:03.480533+01:00;34 Avenue Maréchal de Saxe (Lyon 6e Arrondissement);Lyon 6ème;69386;04 28 67 55 00;;;197567
202511926;ORANGE SA;Branchements réseau < 25 ml TELECOM, RMT ET VIDEO;Construction de branchement < 25 ml (télécom ou video);Validé;2025-12-01;2026-01-09;;2025-12-16 15:02:03.263209+01:00;à côté  161 jusqu'au 153b Rue Marcel Mérieux (Lyon 7ème Arrondissement);Lyon 7ème;69387;;;;198420
202511932;ENEDIS;Branchements réseau électrique < 25 ml;Construction de branchement électrique < 25 ml;Ouvert;2025-12-08;2025-12-16;Circulation réduite, Restriction de jour, Restriction de nuit, Stationnement interdit;2025-12-16 15:02:03.284831+01:00;12 bis Rue de la Paix (Saint-Genis-Laval);Saint Genis Laval;69204;;;www.enedis.fr/aide_contact;198496
202511321;SFR-Fibre Historique;Construction, renouvellement et réparation réseau TELECOM, RMT ET VIDEO;Aménagement, renouvellement réseau et branchement (télécom ou video);Validé;2025-11-17;2025-12-19;;2025-10-17 18:02:00.595016+02:00;20 au 21 Rue Paul Montrochet (Lyon 2ème Arrondissement);Lyon 2ème;69382;;;www.sfr.fr;196985
202511336;SFR-Fibre Historique;Construction, renouvellement et réparation réseau TELECOM, RMT ET VIDEO;Aménagement, renouvellement réseau et branchement (télécom ou video);Validé;2025-11-17;2025-12-19;;2025-10-17 18:02:00.958145+02:00;Intersection Rue Paul Montrochet et Quai Perrache  (Lyon 2e Arrondissement);Lyon 2ème;69382;;;www.sfr.fr;196986
202512289;ENEDIS;Branchements réseau électrique < 25 ml;Suppression de branchement électrique < 25 ml;Ouvert;2025-12-15;2025-12-26;;2025-12-15 12:02:30.156859+01:00;63 Avenue des Frères Lumière (Lyon 8e Arrondissement);Lyon 8ème;69388;;;www.enedis.fr/aide_contact;199735
202510402;ORANGE SA;Branchements réseau < 25 ml TELECOM, RMT ET VIDEO;Construction de branchement < 25 ml (télécom ou video);Validé;2025-11-20;2025-12-26;;2025-10-20 12:02:42.467368+02:00;Face au 33 jusqu'au 35 Rue de la Marne (Bron);Bron;69029;;;;197030
202511384;ORANGE SA;Branchements réseau < 25 ml TELECOM, RMT ET VIDEO;Construction de branchement < 25 ml (télécom ou video);Validé;2025-11-17;2025-12-24;;2025-10-20 12:02:43.211719+02:00; au 2b Rue d'Island (Collonges-au-Mont-d'Or);Collonges au Mont d'Or;69063;;;;197036
202511457;DTEE ... DECI-Hydrants;Émergences et autres équipements eau potable;Entretien d'appareils hydraulique (Hydrant bouches à clef);Validé;2025-10-27;2026-02-27;;2025-10-20 15:02:09.101914+02:00;Rue du Dauphiné  (Corbas)  PI 7043;Corbas;69273;04 28 67 55 20;;;197056
202501034;TSU / TCO / VTPCS-CS2;Arbres et paysages;Aménagement végétalisé;Validé;2025-10-27;2026-02-28;;2025-10-20 18:02:04.449222+02:00;Placette Madeleine, Intersection Rue de la Madeleine et Grande rue de la Guillotière (Lyon 7e Arrondissement);Lyon 7ème;69387;04 78 95 67 20;;;197060
202510545;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Branchements eau potable < à 25 ml;Renouvellement branchement Eau Potable < 25ml;Validé;2025-10-27;2026-01-02;;2025-10-20 18:02:04.725562+02:00;15B à 19 + 26 à 30 Rue Jules Valensaut (Lyon 8e Arrondissement);Lyon 8ème;69388;09 69 39 69 99;;;197070
202510833;DIEM / Voirie Transformation d'Espace Public;Jalonnement, signalisation et information;Pose / entretien de mât et panneau de jalonnement ou de signalétique;Validé;2025-10-20;2025-12-31;;2025-10-20 18:02:05.091932+02:00; Avenue Rockefeller (Lyon 8e Arrondissement) -au niveau du numéro 79 mais sur trottoir opposé;Lyon 8ème;69388;;;https://www.grandlyon.com/pratique/nous-contacter;197073
202511231;AOMTL (SYTRAL Mobilités);Aménagement pour les transports en commun;Petit aménagement lié aux lignes de bus;Validé;2025-11-03;2025-12-19;;2025-10-20 18:02:04.714534+02:00;Avenue Paul Santy « Stade Vuillermet » (Lyon 8e Arrondissement);Lyon 8ème;69388;;;;197080
202511486;RCU Centre Métropole - ELM (Dalkia);Construction, renouvellement et réparation réseau Chauffage Urbain;Construction de réseau sans branchement (Chauffage Urbain);Ouvert;2025-10-27;2025-12-19;;2025-11-13 15:02:20.747729+01:00;Au 34 rue du 4 Aout 1789 et au 63 cours Tolstoi 69100 Villeurbanne;Villeurbanne;69266;;;;197098
202511481;TSU / TCO / VTPCN-CN1;Mobilier urbain;Pose / entretien autre mobilier urbain, ...;Validé;2025-11-10;2025-12-24;;2025-10-20 18:02:03.803804+02:00;Rue Victor Schoelcher (Lyon 9e Arrondissement);Lyon 9ème;69389;04.28.67.51.20;;;197096
202511485;TSU / TCO / VTPCN-CN1;Mobilier urbain;Pose / entretien autre mobilier urbain, ...;Validé;2025-11-12;2025-12-24;;2025-10-20 18:02:05.082770+02:00;Voie sans dénomination (Lyon 9e Arrondissement);Lyon 9ème;69389;04.28.67.51.20;;;197097
202511492;TSU / TCO / VTPCN-CN1;Mobilier urbain;Pose / entretien autre mobilier urbain, ...;Validé;2025-11-12;2025-12-24;;2025-10-20 18:02:03.994244+02:00;Quai Jayr	(Lyon 9e Arrondissement);Lyon 9ème;69389;04.28.67.51.20;;;197100
202500093;TSU / TNO / VTPN-N2;Caniveau et fossé;Entretien de fossé;Validé;2025-12-01;2025-12-19;;2025-12-16 15:02:03.320927+01:00;rue des Jonchères  Ch. du Grand Rieu ;Genay;69278;04 28 67 52 00;;;199621
202509998;ENEDIS;Branchements réseau électrique < 25 ml;Suppression de branchement électrique < 25 ml;Ouvert;2025-10-16;2026-01-05;;2025-11-28 18:01:50.325639+01:00;Place Edgar Quinet / Face au 30 Avenue Marechal de Saxe (Lyon 6e Arrondissement);Lyon 6ème;69386;;;www.enedis.fr/aide_contact;199742
202510417;ENEDIS;Branchements réseau électrique < 25 ml;Construction de branchement électrique < 25 ml;Ouvert;2025-10-23;2025-12-31;;2025-11-28 18:01:51.003502+01:00;Boulevard Anatole France (Lyon 6e Arrondissement);Lyon 6ème;69386;;;www.enedis.fr/aide_contact;199743
202510422;ENEDIS;Branchements réseau électrique < 25 ml;Construction de branchement électrique < 25 ml;Ouvert;2025-11-06;2025-12-31;;2025-12-16 15:02:03.518328+01:00;90 Rue d'Inkermann (Lyon 6ème Arrondissement);Lyon 6ème;69386;;;www.enedis.fr/aide_contact;199744
202510765;LYON - Eclairage Public;Construction, renouvellement et réparation réseau Eclairage Public;Construction de réseau éclairage public;Ouvert;2025-10-03;2026-02-28;;2025-12-16 15:02:03.120832+01:00;Place des Tapis, Boulevard de la Croix-Rousse (Lyon 4e Arrondissement);Lyon 4ème;69384;;;;199511
202510162;MOU / Projets Urbains;Création / aménagement d'espace public;Création / Aménagement de voie cyclable;Ouvert;2025-11-18;2026-03-31;;2025-12-16 15:02:03.768937+01:00;Rue Feuillat, Rue Félix Voix Privé, Rue Domrémy, et Avenue Lacassagne (Lyon 3e Arrondissement) ;Lyon 3ème;69383;;;https://www.grandlyon.com/pratique/nous-contacter;198172
202512036;TSU / TCO / VTPCS-CS3;Entretien des chaussées;Entretien global de voie (chaussée + trottoir + caniveau);Ouvert;2025-12-01;2026-02-01;;2025-12-16 15:02:03.917743+01:00;du 3 au 16 Avenue Pierre Millon, et au 235 Avenue Général Frère (Lyon 8e Arrondissement) ;Lyon 8ème;69388;04 78 95 67 20;;;198435
202512057;GrDF - APPI (interventions planifiés);Construction, renouvellement  et réparation réseau gaz;Intervention sur réseau gaz;Validé;2025-12-05;2025-12-19;;2025-12-16 15:02:03.095596+01:00;15 Cours Richard Vitton (Lyon 3ème Arrondissement);Lyon 3ème;69383;09 69 36 35 34;;;198668
202512059;DCE / RT / Rive Droite Nord;Construction, renouvellement et réparation réseau d'assainissement;Construction de canalisation d'assainissement et branchement;Validé;2025-11-27;2025-12-18;;2025-12-16 15:02:03.536123+01:00;Rue du Château d'Eau (Saint-Genis-les-Ollières);Saint Genis Les Ollieres;69205;04 28 67 54 50;;;199568
202512209;GrDF - Ingénierie;Branchements gaz < 25 ml;Suppression branchement gaz  < 25 ml;Validé;2025-12-01;2026-01-31;;2025-12-16 15:02:03.468387+01:00;8 Rue Tissot (Lyon 9e Arrondissement);Lyon 9ème;69389;09 69 36 35 34;;;198696
202512262;GrDF - Ingénierie;Construction, renouvellement  et réparation réseau gaz;Intervention sur réseau gaz;Validé;2025-12-18;2026-01-08;Circulation réduite, Restriction de jour, Restriction de nuit, Stationnement interdit, Trottoir interdit;2025-12-16 15:02:03.898143+01:00;74 Boulevard Emile Zola (Oullins);Oullins;69149;09 69 36 35 34;;;198714
202512319;ORANGE SA;Branchements réseau < 25 ml TELECOM, RMT ET VIDEO;Intervention sur des chambres, boites, armoires impactant le domaine public (télécom ou video);Validé;2025-12-01;2026-01-09;;2025-11-28 18:01:50.976696+01:00;Angle Place André Latarjet, et Avenue Jean Mermoz (Lyon 8ème Arrondissement);Lyon 8ème;69388;;;;199745
202512305;ENEDIS;Branchements réseau électrique < 25 ml;Construction de branchement électrique < 25 ml;Ouvert;2025-12-11;2025-12-18;;2025-12-16 15:02:03.760851+01:00;169 Rue Jean Voillot (Villeurbanne);Villeurbanne;69266;;;www.enedis.fr/aide_contact;198878
202512480;ENEDIS;Branchements réseau électrique < 25 ml;Construction de branchement électrique < 25 ml;Ouvert;2025-12-10;2025-12-17;;2025-12-16 15:02:03.735502+01:00;24 Rue Ampère (Saint-Fons);Saint Fons;69199;;;www.enedis.fr/aide_contact;199047
202512644;ENEDIS;Branchements réseau électrique < 25 ml;Construction de branchement électrique < 25 ml;Ouvert;2025-12-16;2025-12-19;;2025-12-16 15:02:03.551876+01:00;2 Rue du Canal (Vaulx-en-Velin);Vaulx en Velin;69256;;;www.enedis.fr/aide_contact;199386
202510380;DACV / VP / Nature et Fleuves;Arbres et paysages;Création de fosses ;Validé;2025-10-15;2026-04-15;;2025-12-16 15:02:03.907304+01:00;Route Départementale 95 (Vénissieux);Venissieux;69259;;;https://www.grandlyon.com/pratique/nous-contacter;195618
202512820;EAU DU GRAND LYON - LA REGIE ENTRETIEN;Émergences et autres équipements eau potable;Remise à niveau d'appareils hydrauliques (Hydrant, bouches à clef);Validé;2025-12-01;2025-12-19;;2025-11-28 18:01:50.317300+01:00;17 Avenue Ferdinand Buisson (Bron);Bron;69029;09 69 39 69 99;;;199747
202506930;TSU / TCE / VTPCE-CE2;Création et entretien de trottoir;Aménagements / reprise de bordures, ...;Ouvert;2025-10-21;2025-12-19;;2025-10-21 15:02:19.011375+02:00;Rue André Philippe et  Rue Verlet-Hanus (entre Rue Etienne Dolet et Rue Verlet Hanus) à (Lyon 3e Arrondissement) ;Lyon 3ème;69383;04 69 64 51 00;;;195783
202314557;MOU / Espaces Publics Infrastructures;Aménagements cyclables et Engin de Déplacement Personnel;Création / Aménagement  / Entretien de bande cyclable;Ouvert;2024-04-02;2025-12-19;;2025-12-16 15:02:03.572899+01:00;Du carrefour PontGénéral Koening / Quai Chauveau en passant par le Quai Pierre Scize, Quai de Bondy, Quai Romain Rolland, Quai Fulchiron jusqu'au Pont Kitchener-Marchand, -Du 2 Rue Octavio Mey au Pont La Feuillée, -Carrefour : Quai Romain Rolland / Pont Alphone Juin (Lyon 9e Arrondissement, Lyon 5e Arrondissement) ;Lyon 5ème;69385;;;https://www.grandlyon.com/pratique/nous-contacter;198509
202505670;ENEDIS;Branchements réseau électrique < 25 ml;Suppression de branchement électrique < 25 ml;Ouvert;2025-06-12;2025-12-31;;2025-12-16 15:02:03.829873+01:00;3 Place Edgar Quinet (Lyon 6e Arrondissement);Lyon 6ème;69386;;;www.enedis.fr/aide_contact;199740
202508392;DTEE ... DECI-Hydrants;Émergences et autres équipements eau potable;Remise à niveau d'appareils hydrauliques (Hydrant, bouches à clef);Ouvert;2025-08-01;2025-12-19;;2025-12-16 15:02:03.965413+01:00;à proximité de l'accés au site SNCF, au dessus du tunnel Rue de Bonnel (Lyon 3e Arrondissement) PI 9199;Lyon 3ème;69383;04 28 67 55 20;;;199445
202508590;ENEDIS;Branchements réseau électrique < 25 ml;Construction de branchement électrique < 25 ml;Ouvert;2025-08-12;2025-12-31;;2025-12-16 15:02:03.360286+01:00;Place Edgar Quinet (Lyon 6e Arrondissement);Lyon 6ème;69386;;;www.enedis.fr/aide_contact;199741
202511234;AOMTL (SYTRAL Mobilités);Aménagement pour les transports en commun;Petit aménagement lié aux lignes de bus;Validé;2025-11-03;2025-12-19;;2025-12-16 15:02:03.674450+01:00;(Collège Victor Grignard) Avenue Paul Santy (Lyon 8ème Arrondissement);Lyon 8ème;69388;;;;197082
202509663;TSU / TNO / VTPN-N2;Caniveau et fossé;Entretien de fossé;Ouvert;2025-11-27;2025-12-22;;2025-12-16 15:02:03.177936+01:00;du 120 au 651 chemin de Four;Cailloux sur Fontaines;69033;04 28 67 52 00;;;199603
202511346;ORANGE SA;Branchements réseau < 25 ml TELECOM, RMT ET VIDEO;Construction de branchement < 25 ml (télécom ou video);Validé;2025-11-17;2025-11-26;Circulation alternée, Restriction de jour;2025-10-28 18:01:51.595558+01:00;Face au 364 jusqu'entre 359 et 377 Chemin de Corcelles (Vernaison);Charly;69046;;;;197113
202511513;TSU / TCO / VTPCS-CS2;Création et entretien de trottoir;Création / aménagement de trottoir;Validé;2025-11-17;2025-12-19;;2025-10-21 12:02:29.854038+02:00;Avenue Jean-François Raclet (Lyon 7e Arrondissement);Lyon 7ème;69387;04 78 95 67 20;;;197120
202511515;DTEE ... DECI-Hydrants;Émergences et autres équipements eau potable;Entretien d'appareils hydraulique (Hydrant bouches à clef);Ouvert;2025-11-27;2026-02-27;;2025-11-27 09:02:25.497294+01:00;Rue Jean Macé (Corbas) PI 8661;Corbas;69273;04 28 67 55 20;;;197122
202400880;TSU / TCO / VTPCS-CS3;Aménagements sécurisés;Aménagement sécurité au droit des lieux publics;Ouvert;2025-01-20;2025-12-31;;2025-10-21 15:02:18.616311+02:00;RUE TROUILHET;Lyon 8ème;69388;04 78 95 67 20;;;197130
202512024;ENEDIS;Construction, renouvellement et réparation réseau électrique;Construction de réseau et branchement électrique;Validé;2025-12-10;2025-12-31;Circulation alternée, Circulation réduite, Restriction de jour, Stationnement interdit;2025-12-16 15:02:03.236374+01:00;au 2 Rue de Fontbonne (La Tour-de-Salvagny);La Tour de Salvagny;69250;;;www.enedis.fr/aide_contact;198904
202512034;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Branchements eau potable < à 25 ml;Construction branchement eau potable < 25 ml;Validé;2025-12-16;2025-12-18;Circulation alternée, Circulation réduite, Restriction de jour, Stationnement interdit;2025-12-16 15:02:03.852302+01:00;62 Voie Romaine (Craponne);Craponne;69069;09 69 39 69 99;;;198500
